Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
E3	16	156	WT	0.79792035	-1.6150473
C4	20	127	WT	0.5763546	-5.123985
G12	9	187	Null	2.1510522	-3.484116
C10	24	45	Null	4.0084662	-0.5674999
B2	21	55	WT	3.29501	-1.4402661
D11	7	100	Null	2.3549469	-3.5632744
C4	25	127	WT	2.8090546	-4.9068236
B10	24	49	Null	4.7072783	-0.19251165
G8	25	358	HET	1.7736436	-4.702103
B3	10	77	WT	1.6503701	-2.4441583
D8	25	122	HET	0.4406412	-1.7934276
F2	20	91	WT	4.5452647	-0.75796133
D4	9	358	WT	4.029286	-4.915298
G3	3	248	WT	2.340054	-2.9132159
F3	20	174	WT	1.7222054	-3.2592483
E2	12	60	WT	4.851332	-0.13989913
D7	7	76	HET	-0.14015882	-3.281204
G8	17	358	HET	0.6604861	-2.4120836
B9	19	47	Null	1.7568902	-0.0425992
D12	15	193	Null	3.5397086	-4.0034986
F6	5	117	HET	3.6098711	-0.18329202
E9	15	26	Null	3.9653535	-0.31008008
D4	18	358	WT	0.86099595	-2.8158371
G4	23	388	WT	2.2160535	-5.178975
G3	16	248	WT	0.9981459	-1.1909378
G8	13	358	HET	0.46085978	-2.6621218
D6	8	99	HET	3.4414606	0.8922274
G9	6	44	Null	2.987509	-0.31715125
D3	20	168	WT	2.2433364	-2.980315
G7	5	82	HET	1.3728555	-1.9921064
G2	7	94	WT	3.203019	0.728975
C1	5	33	WT	3.2118235	0.06423689
D7	19	76	HET	4.89321	-3.1521585
G4	20	388	WT	2.6719534	-4.0757875
E7	10	37	HET	0.47733277	-3.9155176
E12	20	328	Null	0.64465576	-1.5302889
C7	5	54	HET	2.444826	-4.0271554
D7	5	76	HET	4.2688985	-3.8399098
G3	7	248	WT	0.9945096	-1.8747292
E12	15	328	Null	2.0850458	-2.923917
G6	4	125	HET	3.7395382	-0.38966092
G4	7	388	WT	3.3786669	-4.505876
B3	14	77	WT	0.35213113	-3.820954
E10	11	74	Null	3.2018893	-1.1464808
B4	17	219	WT	0.9081716	-3.7207243
G7	9	82	HET	4.163893	-2.451813
C12	18	321	Null	3.4087586	-1.7731557
C3	8	138	WT	4.9478555	-3.0434713
F7	24	40	HET	-0.11481094	0.36570856
G2	24	94	WT	2.8157935	1.0516996
D6	11	99	HET	3.287146	-0.061445475
B6	16	104	HET	2.9732978	-2.3959026
E3	25	156	WT	4.105821	-3.5662751
C11	10	54	Null	0.6964751	-4.246849
G3	18	248	WT	4.9503193	-3.2798245
F3	22	174	WT	2.588603	-3.5071135
G8	19	358	HET	0.6232107	-2.0862734
E4	10	246	WT	4.3383265	-3.8156784
C11	24	54	Null	4.1861925	-3.631846
E4	13	246	WT	1.5719535	-2.2472548
G5	18	66	HET	3.7945132	0.6296644
B6	18	104	HET	3.3823407	0.4111381
F5	23	47	HET	2.8338234	-1.4591417
E6	17	94	HET	3.2865853	1.047844
D6	12	99	HET	3.415733	0.89082694
B2	1	55	WT	3.892437	-0.7923468
G4	6	388	WT	4.285865	-4.184113
G8	13	358	HET	-0.37716007	-0.08758711
C2	6	42	WT	4.399094	-1.0416149
F4	9	284	WT	5.190459	-2.2740138
D3	21	168	WT	4.7543817	-3.820992
B6	13	104	HET	3.7850668	-0.19803685
G3	3	248	WT	4.3641267	-2.877957
F4	19	284	WT	3.3923864	-4.069598
G3	5	248	WT	5.108939	-3.1511467
B7	19	33	HET	4.0819516	-2.4561691
B3	25	77	WT	0.9203556	-5.0667815
B12	24	200	Null	0.5311063	-1.6404971
C6	15	98	HET	4.4143143	-0.9655721
G11	18	142	Null	1.6108007	-3.6339996
G3	16	248	WT	5.354568	-2.3994064
D4	12	358	WT	5.540335	-2.5566797
F1	20	13	WT	3.6900012	-0.6860545
G9	21	44	Null	4.5007954	-0.48256132
E11	2	59	Null	5.0291557	-2.409133
D3	9	168	WT	1.3433784	-3.6289303
E4	5	246	WT	0.83222616	-5.2525907
G12	4	187	Null	3.9110885	-4.3565173
D4	2	358	WT	1.7043378	-3.2054698
B9	13	47	Null	2.4751737	-0.7748634
D4	15	358	WT	4.7244325	-4.3855133
G7	5	82	HET	4.0922823	-2.8502731
F4	13	284	WT	0.74917847	-5.358555
E4	13	246	WT	2.5548575	-4.271242
G4	18	388	WT	-1.8626401	-3.6496513
G12	23	187	Null	2.1009686	-3.471377
D8	14	122	HET	3.9117055	-3.0280027
F11	25	100	Null	2.963927	-2.5346024
G3	9	248	WT	3.9838796	-3.589147
G4	25	388	WT	0.6863532	-5.1579514
D9	21	24	Null	2.7251253	-1.3264796
F4	15	284	WT	2.46865	-4.5095477
B6	7	104	HET	3.4378054	-0.6273139
G4	23	388	WT	1.7455213	-2.5004466
G11	24	142	Null	1.6060404	-3.4380977
C11	19	54	Null	4.647554	-2.2886713
D4	18	358	WT	3.609221	-4.8537655
G12	14	187	Null	1.5804224	-2.505488
C7	5	54	HET	1.213075	-1.9068066
B4	17	219	WT	0.63336056	-4.0523477
G9	4	44	Null	2.9450035	-0.6200126
F11	10	100	Null	1.6496667	-3.6255636
E4	20	246	WT	1.6831963	-4.6550927
E7	20	37	HET	1.1198188	-0.806247
C12	14	321	Null	3.7285485	-4.106079
B4	20	219	WT	4.141479	-3.814629
C12	24	321	Null	4.7062154	-4.3927913
F4	10	284	WT	4.8884587	-3.9581265
C12	8	321	Null	2.8788528	-1.8709904
F9	3	36	Null	3.5397375	0.28978467
G2	23	94	WT	4.111604	-0.11491398
F3	24	174	WT	4.9276567	-2.2049286
C12	17	321	Null	4.907776	-2.3393762
E12	12	328	Null	2.8893774	-4.509094
F12	14	125	Null	5.1910887	-3.369586
G3	15	248	WT	4.817607	-3.0814602
G3	7	248	WT	3.7746537	-3.8727326
F3	5	174	WT	4.57264	-3.0694234
D5	19	39	HET	3.5027165	-7.8710165
C12	15	321	Null	3.5825691	-0.04655353
G8	13	358	HET	0.62396246	-4.115933
G8	24	358	HET	0.7122147	-4.4793863
D4	5	358	WT	1.2513324	-4.5552235
F4	23	284	WT	3.468873	-4.868249
B12	16	200	Null	3.1184192	-3.5614424
F4	18	284	WT	3.3601036	-4.143782
D3	3	168	WT	1.8742738	-2.4077086
G8	25	358	HET	1.3243343	-2.9089172
G2	16	94	WT	3.2205694	-1.827405
C12	12	321	Null	4.829368	-3.067159
E12	5	328	Null	4.4129534	-3.732767
D12	10	193	Null	2.975828	-3.399574
F4	15	284	WT	3.4237974	-4.3993664
C3	19	138	WT	4.405372	-2.6271262
D4	7	358	WT	1.0415463	-1.6591367
F3	10	174	WT	2.4801757	-2.702118
B8	23	107	HET	3.315192	-6.767102
G1	21	27	WT	3.5246034	-1.6283895
F6	11	117	HET	3.972563	-0.938839
D4	7	358	WT	2.7818203	-4.735196
D12	15	193	Null	1.6622819	-2.215425
G8	8	358	HET	1.881332	-4.2571015
D4	24	358	WT	1.6102911	-5.4336195
G7	23	82	HET	4.193591	-2.2101872
C9	23	42	Null	1.5723385	-2.42238
G6	7	125	HET	4.02408	-0.20207886
G8	4	358	HET	3.61451	-3.2650902
G6	22	125	HET	3.7205484	-0.29382485
B4	18	219	WT	2.1990876	-3.4878755
G10	1	72	Null	2.7111833	-0.17309178
D11	5	100	Null	3.4153636	-2.7031186
B8	15	107	HET	4.603768	-5.050348
D12	5	193	Null	-0.24072747	0.25219622
B8	15	107	HET	3.4001555	-6.89586
F3	21	174	WT	4.431634	-2.454958
B8	15	107	HET	3.8164017	-3.3104923
F6	24	117	HET	2.6479952	-0.2448191
G5	17	66	HET	1.9552937	-0.0674551
G12	4	187	Null	3.789035	-3.9241176
G10	21	72	Null	3.8832526	-0.7042056
C12	17	321	Null	4.5006022	-1.8077811
B12	4	200	Null	3.4430354	-7.0704083
D12	23	193	Null	3.504932	-5.1683354
G4	12	388	WT	2.45991	-5.462819
G9	3	44	Null	4.6911225	-0.44093785
B4	19	219	WT	3.6720588	-3.1921291
F10	5	66	Null	3.2362201	-0.060967598
E4	19	246	WT	5.282326	-3.480594
E12	4	328	Null	2.359531	-4.050055
F2	23	91	WT	2.5029101	0.43139076
E3	7	156	WT	3.3908367	-2.8010266
E12	3	328	Null	0.3361878	-1.1464258
B6	4	104	HET	4.7594233	-0.2782299
G8	6	358	HET	0.28999662	-4.3621736
B5	25	45	HET	3.283158	-0.9705843
E3	10	156	WT	1.9996094	-3.3027306
G6	5	125	HET	3.684086	-5.4281235
B12	15	200	Null	3.1531873	-4.901541
G2	23	94	WT	3.320143	-0.47125545
G11	19	142	Null	1.2807988	-2.0626905
B4	25	219	WT	3.6018934	-5.376201
E4	22	246	WT	1.7881886	-5.2599373
G3	8	248	WT	0.03145921	-2.8972492
E11	24	59	Null	0.5151353	-4.175842
B12	16	200	Null	4.0901628	-4.0394335
G10	24	72	Null	3.248117	-0.20970957
D6	20	99	HET	3.4044979	-0.17366713
G3	5	248	WT	2.7059572	-2.6936736
D11	9	100	Null	0.17634475	-3.7681878
G6	1	125	HET	1.1605798	0.28120986
D2	22	44	WT	3.7511592	0.8246681
B4	20	219	WT	4.968314	-3.3514018
D8	25	122	HET	2.4433362	-3.5897224
D12	4	193	Null	1.0229235	-4.487665
D4	7	358	WT	2.1223986	-4.7785735
G11	25	142	Null	2.0066013	-2.463498
D4	18	358	WT	5.2485127	-3.3197014
B4	23	219	WT	4.547226	-3.2354784
D4	15	358	WT	1.9714838	-5.180597
D11	24	100	Null	3.300247	-2.7404022
E9	8	26	Null	0.9245352	-0.41697225
F3	24	174	WT	3.721233	-3.570224
D12	13	193	Null	4.5448136	-4.2114763
D8	5	122	HET	2.9951913	-2.7653496
C12	12	321	Null	5.0155387	-2.0416858
G8	4	358	HET	4.310065	-2.5539806
D12	23	193	Null	3.5605137	-4.9978433
G12	10	187	Null	1.1968272	-4.39281
B3	23	77	WT	5.2918816	-3.0369942
E6	3	94	HET	1.7049768	-0.035206217
G11	1	142	Null	-0.19081624	-2.9127982
D5	21	39	HET	1.1989287	-1.8280805
E7	10	37	HET	1.6808912	-2.078426
B12	4	200	Null	4.101582	-3.5303323
G3	7	248	WT	2.4551601	-2.8581517
F10	13	66	Null	2.9999616	-1.071298
F3	14	174	WT	4.545304	-2.3881428
G8	13	358	HET	1.2421781	-2.060041
E2	19	60	WT	3.5147324	-0.6809546
E7	20	37	HET	1.311972	-2.8585908
B11	20	53	Null	0.7102672	-3.9556031
B12	15	200	Null	2.857611	-6.1003633
C5	1	29	HET	0.32953206	-3.2793639
C4	20	127	WT	3.0071194	-4.8117933
C9	11	42	Null	3.2692883	-1.4521265
D3	4	168	WT	4.4711714	-2.6307003
E12	12	328	Null	1.0659183	-4.341628
D3	13	168	WT	2.6053162	-3.6332939
E12	18	328	Null	-0.23423412	0.20379315
B8	24	107	HET	4.2541122	-2.6532469
C2	12	42	WT	3.7224195	-0.06805632
B12	24	200	Null	1.8550717	-4.305737
G4	24	388	WT	3.2816463	-4.142095
B3	15	77	WT	5.1628113	-2.6754367
C12	13	321	Null	3.1388729	-3.4691076
F4	22	284	WT	3.0250533	-5.9836354
F4	23	284	WT	5.045866	-2.7045949
C12	12	321	Null	3.7686007	-1.7141114
G3	18	248	WT	4.226248	-2.4990895
C6	20	98	HET	3.3906066	-3.1190376
B8	15	107	HET	3.4458518	-4.7019906
D12	4	193	Null	2.8430343	-5.3785005
C2	21	42	WT	4.35468	-0.32984036
G4	9	388	WT	0.7488471	-5.0850477
B12	15	200	Null	4.6156263	-4.9964676
E12	23	328	Null	1.5839741	-2.222405
G12	8	187	Null	3.344521	-5.128267
G4	24	388	WT	1.7339858	-4.475702
G6	12	125	HET	3.9509587	-0.45948485
G8	17	358	HET	0.5114699	-3.058671
D7	19	76	HET	2.1720016	-2.365988
G4	17	388	WT	4.9092727	-4.344172
E3	8	156	WT	1.6495194	-3.0937405
B4	23	219	WT	0.47204053	-1.4967089
G3	25	248	WT	4.2041273	-3.6323962
C12	12	321	Null	4.4971676	-4.3900504
D4	10	358	WT	0.52033293	-4.719505
C1	15	33	WT	3.6138523	-0.0341978
G11	17	142	Null	1.2927672	-2.0341628
D12	4	193	Null	3.0518034	-2.9853358
D4	25	358	WT	4.2184997	-4.1802187
B10	6	49	Null	2.9878118	-1.1464214
G6	13	125	HET	3.2711208	-0.86831117
D11	2	100	Null	2.496843	-3.8046477
B4	8	219	WT	4.9094014	-4.3625903
C12	8	321	Null	1.3344285	-5.1477675
G7	19	82	HET	2.8507483	-2.4076607
E12	15	328	Null	3.5052326	-4.5890093
B4	14	219	WT	-0.4283201	-0.13818257
E10	1	74	Null	3.3163843	-1.3627315
G4	17	388	WT	4.061202	-3.2809882
F4	4	284	WT	-0.07391262	-3.651599
G6	11	125	HET	3.9846182	-0.6252031
B7	20	33	HET	0.3067471	-4.9320602
G4	15	388	WT	4.190076	-2.8969588
F3	15	174	WT	1.0419904	-1.2516931
E4	25	246	WT	4.162382	-3.9799087
D12	19	193	Null	0.57157916	-4.1715655
D8	25	122	HET	3.19123	-5.969295
B5	18	45	HET	4.9725466	-0.8947832
D12	15	193	Null	-0.02740794	-2.6361914
E6	15	94	HET	3.3118823	0.41976738
B3	14	77	WT	2.1185923	-2.9025793
E12	10	328	Null	2.2587633	-4.9015718
G3	5	248	WT	5.0696073	-2.7853656
C12	13	321	Null	-0.0038474468	-0.19744278
F10	8	66	Null	4.0088344	-0.9319429
G12	25	187	Null	3.3339667	-2.6750958
B2	15	55	WT	1.9777943	0.36012396
B4	18	219	WT	2.301263	-4.752357
F5	23	47	HET	2.6915889	0.44294363
B11	18	53	Null	3.7090774	-2.4425023
G12	24	187	Null	1.6361434	-3.6246386
E12	15	328	Null	3.8613644	-5.2565427
G8	25	358	HET	1.2599266	-4.303942
G2	4	94	WT	4.4841433	0.4137468
G12	14	187	Null	1.1088706	-5.10888
E9	11	26	Null	3.0683239	-1.3617802
G11	25	142	Null	2.2270482	-1.6603351
D1	6	47	WT	4.3659487	-0.078040235
F3	21	174	WT	5.2038283	-2.5723104
G8	4	358	HET	1.6051513	-2.7302995
G6	1	125	HET	4.279325	-0.7400928
F4	5	284	WT	2.3862615	-2.6158695
C10	24	45	Null	3.2366292	1.0647169
E3	14	156	WT	4.881578	-2.5830412
E3	10	156	WT	5.258287	-2.9141161
C3	15	138	WT	0.88809013	-4.733379
C6	2	98	HET	2.2225587	-0.9646123
G4	5	388	WT	0.4612194	-5.2959924
G8	13	358	HET	2.0393572	-3.5802224
E5	13	53	HET	3.5797484	-1.3113816
F11	20	100	Null	2.0901635	-4.4423285
D12	13	193	Null	4.5908346	-4.8292685
C3	5	138	WT	5.406025	-2.3732626
F3	13	174	WT	4.5799813	-2.6050231
F12	25	125	Null	1.4282054	-5.6206937
G12	23	187	Null	2.1651785	-3.5297434
E3	5	156	WT	0.36439306	-4.392972
E12	23	328	Null	0.7040278	-3.5364537
E4	23	246	WT	5.054586	-4.017219
G3	16	248	WT	3.010988	-3.5125875
C5	16	29	HET	0.23168582	-3.1662736
G4	17	388	WT	3.3842719	-4.52214
G3	19	248	WT	1.3012398	-2.4070516
F3	15	174	WT	5.4335985	-3.0980544
G8	13	358	HET	1.2270291	-1.9889505
C7	5	54	HET	4.100264	-3.8176394
E6	3	94	HET	2.676106	-0.7160157
G4	19	388	WT	1.9409167	-5.3362556
C12	3	321	Null	1.3163106	-2.77555
F10	14	66	Null	2.3274393	0.13322061
G6	9	125	HET	3.6294734	0.4308791
G6	25	125	HET	3.6296878	-0.40923223
E4	10	246	WT	1.3374681	-2.5103564
E12	5	328	Null	1.2247056	-1.3158666
C12	9	321	Null	2.813828	-4.081537
D12	22	193	Null	3.5436838	-3.7890942
G8	13	358	HET	3.5066872	-4.3627706
G4	23	388	WT	3.0264297	-2.5933223
G8	23	358	HET	3.326114	-4.2455635
E9	9	26	Null	3.7477856	-0.5969451
F11	4	100	Null	0.378785	-3.1824627
F10	10	66	Null	3.9560378	-0.36881968
B4	23	219	WT	4.9945107	-3.3934264
E4	5	246	WT	3.4387748	-3.518292
G8	10	358	HET	0.96683645	-3.699378
C12	13	321	Null	0.0708064	-0.1693048
C3	20	138	WT	5.04917	-2.419484
G4	10	388	WT	3.6028757	-4.265142
E4	13	246	WT	4.471421	-3.8458278
C6	6	98	HET	4.420473	-1.4910632
D12	23	193	Null	2.938655	-5.2773175
D6	18	99	HET	3.1074274	0.03857479
G4	21	388	WT	-0.3446652	-0.26168987
B12	9	200	Null	3.664786	-4.877252
D8	5	122	HET	3.6382425	-4.6456857
D12	25	193	Null	3.5555274	-4.266281
D4	15	358	WT	1.078166	-0.8759759
C4	24	127	WT	1.422493	-5.613188
D3	12	168	WT	2.1734073	-2.7499018
D10	11	51	Null	1.7097101	-0.4869098
G8	22	358	HET	1.1986567	-5.2304373
E2	7	60	WT	1.1324314	0.27701586
B12	4	200	Null	3.6477342	-3.8840654
B12	20	200	Null	2.5591366	-4.581379
B6	22	104	HET	2.1739788	0.29626334
D4	13	358	WT	1.169727	-5.3589907
B12	14	200	Null	5.1501155	-3.1916273
D7	7	76	HET	0.30033353	-3.8122292
E4	19	246	WT	5.264101	-3.640606
G10	24	72	Null	3.8451161	-0.46530873
F4	14	284	WT	1.4040926	-1.3298345
G12	23	187	Null	1.1795728	-2.6863468
D4	23	358	WT	3.5476437	-5.018903
D3	20	168	WT	2.8601596	-2.2897923
B5	7	45	HET	3.8225172	-2.8367717
C12	13	321	Null	3.440309	-7.2479877
C3	19	138	WT	1.7281632	-4.4566274
D4	23	358	WT	2.235733	-4.6012425
G8	22	358	HET	1.9711967	-3.568215
D4	23	358	WT	1.8839413	-5.6392617
C9	7	42	Null	3.036332	0.118325636
E6	22	94	HET	2.8005543	-1.5159706
E7	25	37	HET	0.5976179	-0.93608594
D11	7	100	Null	0.122429654	-0.61466277
E4	15	246	WT	3.0196702	-3.1443534
D4	25	358	WT	4.620132	-3.6713328
E10	16	74	Null	2.1281772	-0.24290442
B1	21	30	WT	3.1336584	-1.0374644
C6	14	98	HET	2.877207	-0.41190574
B8	25	107	HET	3.6558268	-5.041641
D4	7	358	WT	0.95569754	-4.79216
D2	17	44	WT	3.6865418	1.0910406
C7	10	54	HET	0.20788099	-3.9162793
F6	25	117	HET	2.3265443	0.029962905
G8	20	358	HET	0.2905308	-1.938703
B12	18	200	Null	2.577317	-4.3788543
E12	19	328	Null	1.722687	-3.5419133
F4	4	284	WT	4.010203	-2.7943535
G3	8	248	WT	1.2286912	-0.7644508
D3	19	168	WT	2.7450392	-3.4025033
D4	9	358	WT	4.2961593	-4.854515
G4	5	388	WT	2.8915198	-2.9655924
B1	23	30	WT	2.6602077	-0.7479096
D8	25	122	HET	4.162123	-3.8834753
E4	13	246	WT	5.152572	-3.9090874
B5	25	45	HET	4.474998	0.55349267
E12	25	328	Null	2.9839642	-1.6746551
E6	23	94	HET	3.2113204	-0.86539483
G8	14	358	HET	0.77968025	-2.7707522
F4	4	284	WT	1.4651698	-1.6068332
C12	23	321	Null	2.4543355	-4.339031
E12	8	328	Null	3.0177944	-3.0964797
B8	25	107	HET	2.542096	-2.1541939
C12	2	321	Null	2.7021723	-4.332665
D4	18	358	WT	3.1403866	-6.458338
E5	6	53	HET	1.1124727	-0.4004309
D6	25	99	HET	3.9306989	0.8746538
C12	4	321	Null	2.9233813	-3.7834334
G6	21	125	HET	3.5505545	1.0091275
G3	23	248	WT	2.0294044	-3.865728
E12	8	328	Null	3.4851503	-4.409762
G4	8	388	WT	3.4123316	-3.0909343
G7	25	82	HET	1.0912849	-4.0599627
B6	18	104	HET	3.8691952	-0.748792
F4	19	284	WT	1.8853011	-4.691295
G4	7	388	WT	1.5895219	-3.8027987
B4	23	219	WT	5.2453074	-3.054837
G3	9	248	WT	3.5157561	-3.3155437
G8	17	358	HET	1.0458938	-0.4235357
D12	15	193	Null	4.070857	-2.4660358
G3	7	248	WT	1.2354772	-2.7588525
F10	24	66	Null	4.096223	-0.22749038
G9	10	44	Null	3.7696319	-0.33971986
F11	15	100	Null	1.0578533	-1.5441042
G12	15	187	Null	2.414633	-2.5646472
D8	14	122	HET	1.2499342	-4.1084976
D4	8	358	WT	3.807229	-3.0201638
C10	10	45	Null	0.31539997	0.48538476
F3	14	174	WT	5.4437065	-2.7110868
F11	10	100	Null	1.851288	-1.6730247
B1	23	30	WT	2.9030244	-0.37001693
F4	25	284	WT	2.9623394	-6.065771
E6	10	94	HET	3.7402468	-0.42083523
B12	24	200	Null	3.022077	-5.1045237
D3	22	168	WT	4.9561777	-2.6456368
D8	15	122	HET	1.2720476	-2.1172807
E12	12	328	Null	2.5724607	-4.9823284
B1	23	30	WT	3.145065	-1.0802461
B12	18	200	Null	1.6125466	-2.374378
F12	25	125	Null	3.2214022	-2.864862
F3	14	174	WT	1.7501252	-2.0138903
D8	15	122	HET	2.962244	-4.7833157
D7	7	76	HET	1.5185804	-3.8508801
G2	23	94	WT	3.829421	-1.1521283
C7	15	54	HET	0.76668316	-4.4223757
G8	21	358	HET	1.0908766	-3.2037902
E3	10	156	WT	1.4634503	-2.652006
F4	9	284	WT	0.855304	-1.6841744
D8	14	122	HET	2.820251	-3.302622
E12	18	328	Null	2.9702415	-4.1803756
C5	6	29	HET	0.5738047	-2.0130236
C11	18	54	Null	0.011741613	-3.445765
D11	23	100	Null	2.6376154	-3.6786022
G8	20	358	HET	2.7163305	-4.186557
D7	15	76	HET	0.371668	-2.793296
G1	25	27	WT	3.3360386	-0.5068445
G8	24	358	HET	3.4860704	-7.713169
D12	4	193	Null	3.1785235	-5.75857
E4	24	246	WT	4.9477324	-4.2267222
F4	19	284	WT	4.9573984	-4.4345922
C6	24	98	HET	2.2630982	-0.5922552
E3	19	156	WT	2.5862806	-2.1001825
G12	20	187	Null	4.0685005	-5.3999605
F12	14	125	Null	4.2635627	-2.43306
C12	20	321	Null	2.4935813	-2.4604702
G3	17	248	WT	4.6310472	-3.3346293
E10	18	74	Null	2.541706	-0.56587434
B6	12	104	HET	4.669263	-0.6216206
D4	4	358	WT	3.323317	-3.1194031
B3	24	77	WT	0.6796087	-1.4648603
D3	5	168	WT	1.6852412	-3.391563
G8	4	358	HET	3.6323304	-3.5049405
F2	5	91	WT	3.85785	-0.15201758
F5	17	47	HET	4.2988787	0.94429445
B11	18	53	Null	4.804923	-2.9931355
F3	3	174	WT	2.690905	-3.918891
D12	24	193	Null	1.0242405	-4.93883
D10	13	51	Null	0.32472634	0.41888675
B6	22	104	HET	1.7255626	-1.8588477
B12	23	200	Null	4.848582	-4.6904864
F4	17	284	WT	1.4246476	-5.680252
D4	2	358	WT	0.33351997	-4.456595
C2	7	42	WT	4.1162753	-4.687329
G11	20	142	Null	1.3651673	-3.170435
G12	24	187	Null	1.2894813	-3.9431996
B11	24	53	Null	1.7557209	-4.484442
E11	13	59	Null	0.851962	-1.7804148
G12	15	187	Null	2.1408854	-4.7143126
B4	8	219	WT	1.0617006	-5.2877035
E4	25	246	WT	1.733808	-3.4413023
E4	4	246	WT	4.731012	-2.9683685
D10	12	51	Null	3.2468884	-0.81246483
G1	12	27	WT	3.1901705	0.17805214
E2	22	60	WT	2.1145387	-0.36489758
D3	4	168	WT	4.6132135	-4.3997126
D4	15	358	WT	2.475281	-5.317225
F3	16	174	WT	0.5506432	-4.231343
F6	20	117	HET	4.2720494	-0.011047774
G6	24	125	HET	3.39465	0.025209278
E12	23	328	Null	1.7061235	-3.6164045
B12	23	200	Null	1.8870155	-4.58531
F4	25	284	WT	2.419906	-6.058766
E12	17	328	Null	2.8621213	-4.991282
C12	4	321	Null	2.1280694	-3.2865922
D3	21	168	WT	5.326423	-2.8751237
E5	20	53	HET	4.386513	-0.46373135
B12	9	200	Null	1.7667234	-5.394371
C12	14	321	Null	3.5260558	-4.3698974
E12	14	328	Null	3.26654	-6.5842257
G12	10	187	Null	2.6650949	-4.092573
F12	18	125	Null	3.755842	-3.7008662
G11	4	142	Null	3.2755904	-2.6061187
B3	23	77	WT	1.0148163	-4.8518558
E10	18	74	Null	3.8031096	-0.6190087
G7	20	82	HET	4.3402586	-4.44638
C6	21	98	HET	3.876692	0.5301898
C4	20	127	WT	4.394663	-4.7511897
F4	23	284	WT	5.025409	-2.5436027
B4	15	219	WT	1.7012978	-5.5037293
D12	20	193	Null	3.5807984	-4.2992644
B7	19	33	HET	0.14366725	-3.201427
E4	22	246	WT	2.6246142	-5.997286
E3	10	156	WT	1.0465732	-3.877325
D4	17	358	WT	1.7888478	-4.4357905
F12	25	125	Null	3.6467478	-3.5707831
G4	24	388	WT	4.1509895	-3.1187217
E4	25	246	WT	0.64099526	-5.0244045
D7	15	76	HET	1.3097467	-1.716782
E12	4	328	Null	1.1338784	-4.7547445
F4	22	284	WT	0.8547125	-4.8725276
G10	24	72	Null	0.69824845	0.3846545
B4	22	219	WT	0.3553491	-5.236264
F6	10	117	HET	2.3578522	0.04245931
F4	25	284	WT	1.9640192	-5.3968244
B12	23	200	Null	2.701794	-3.1286886
E4	15	246	WT	3.4774263	-7.5545025
G12	19	187	Null	2.3800504	-2.3630528
C12	25	321	Null	2.8953114	-3.9628644
E10	11	74	Null	1.9549869	-0.38567054
E12	23	328	Null	3.4853358	-4.835275
F11	18	100	Null	1.462416	-1.2255994
C3	24	138	WT	1.0059075	-1.4500502
E4	15	246	WT	1.2576556	-2.7340355
G8	8	358	HET	1.5038159	-3.3287134
E3	5	156	WT	1.1690695	-3.458773
G2	13	94	WT	3.4370399	-1.1988488
E12	9	328	Null	0.9092942	-3.2772408
E12	25	328	Null	3.8634899	-4.1316047
D6	5	99	HET	0.93922186	0.47438818
G4	23	388	WT	3.9856896	-4.2826242
C3	15	138	WT	0.6301944	-4.6779237
G4	18	388	WT	1.0951852	-4.3942976
D8	18	122	HET	3.4051359	-7.0619745
D4	13	358	WT	1.3937199	-5.6595874
B10	21	49	Null	1.8106422	-0.12912947
G7	19	82	HET	5.0908	-2.4817123
E12	3	328	Null	0.32816762	-0.91504425
G4	21	388	WT	4.1222844	-3.6075132
F2	23	91	WT	3.1627953	-0.9576405
F7	10	40	HET	4.630709	-2.5412216
G6	24	125	HET	2.7941067	-0.18596028
C4	19	127	WT	4.2012405	-2.803446
E12	23	328	Null	3.165915	-5.2987494
G5	16	66	HET	3.5731766	0.50342125
G8	15	358	HET	0.15945299	-1.9634526
E5	7	53	HET	2.1632097	-1.9712133
G6	5	125	HET	4.5942626	-0.31331837
B4	22	219	WT	5.369853	-3.2723048
G8	7	358	HET	2.825157	-3.3256903
B9	3	47	Null	4.458335	0.6067097
D4	19	358	WT	4.781379	-4.0134835
B3	14	77	WT	-0.10792479	-3.3019884
D4	19	358	WT	4.7511044	-3.8883548
F11	23	100	Null	0.20585369	-2.350239
G3	23	248	WT	1.9700807	-2.748939
C4	25	127	WT	4.393067	-4.1621747
B12	14	200	Null	1.9956385	-4.9193935
G8	17	358	HET	0.481094	-2.321618
G12	20	187	Null	1.3524826	-4.5093646
C10	16	45	Null	2.973978	-0.93980074
E12	24	328	Null	3.5101972	-4.0894613
D2	11	44	WT	2.492463	-0.8093862
C3	5	138	WT	1.5375117	-4.149208
G6	22	125	HET	1.0218195	0.19315441
B10	21	49	Null	0.16378056	0.047448244
F5	8	47	HET	3.2253697	1.1404684
B4	25	219	WT	2.827097	-4.1795793
B4	18	219	WT	2.0427003	-2.114127
D5	18	39	HET	-0.19514002	0.17310096
D4	19	358	WT	3.492856	-7.7663083
G8	7	358	HET	2.9630668	-4.258572
C3	15	138	WT	4.07409	-3.0249202
G4	20	388	WT	2.261321	-5.0274086
G4	4	388	WT	1.8014873	-4.611013
E12	19	328	Null	3.8070369	-5.3269663
E11	25	59	Null	2.5135784	-2.478518
G5	16	66	HET	3.1640325	0.19328925
C4	19	127	WT	4.392967	-3.046845
