Metadata_Plate	Metadata_Site	Metadata_Well	Metadata_genotype	Metadata_number_of_singlecells	UMAP0	UMAP1
Plate_3_prime	20	G10	Null	72	0.45791927	1.7872373
Plate_3	16	E4	WT	22	2.9483178	5.218825
Plate_5	13	B10	Null	155	-0.41676164	-0.5576812
Plate_3	3	F9	Null	66	-2.6972485	0.7336608
Plate_3	8	G11	Null	250	-1.3067466	-0.28773996
Plate_3_prime	19	B4	WT	219	0.86498594	3.512035
Plate_3	16	C12	Null	570	1.257772	-0.13158388
Plate_3	1	D4	WT	636	1.3252648	2.8377593
Plate_3	19	G12	Null	481	2.524816	2.7322848
Plate_3	10	B4	WT	559	0.89259094	4.2852087
Plate_3	5	B4	WT	559	3.649248	0.7571607
Plate_5	15	E12	Null	115	0.4904155	3.190852
Plate_3	14	G12	Null	481	0.05945475	2.8135917
Plate_3	13	D3	WT	305	0.09996705	3.0223024
Plate_3	5	D4	WT	636	-1.2887962	0.20059675
Plate_3_prime	15	F4	WT	284	-0.9536287	1.5740217
Plate_3_prime	7	F2	WT	91	-2.8252046	1.4515325
Plate_3	11	G4	WT	386	2.2294059	1.8005167
Plate_3	6	D3	WT	305	-2.198548	2.2909071
Plate_3_prime	20	D12	Null	193	0.65001214	3.7777464
Plate_5	16	D3	WT	128	-1.3774282	1.1342912
Plate_5	16	B3	WT	77	1.2840004	-0.4104882
Plate_3	12	B12	Null	531	2.1501393	1.3200669
Plate_5	8	B10	Null	155	-0.8536246	0.52440083
Plate_3	16	F12	Null	647	0.36921227	-1.9354299
Plate_5	4	B9	Null	173	0.86571056	0.19815627
Plate_5	6	D4	WT	102	-2.03648	0.71640795
Plate_3_prime	22	C4	WT	127	-2.9937012	0.68260515
Plate_3	10	C4	WT	666	1.229763	1.9011759
Plate_3	18	F4	WT	438	2.2413146	1.3970528
Plate_3	16	F12	Null	647	3.201613	1.0917183
Plate_3_prime	17	F4	WT	284	-2.2449632	-0.85285735
Plate_3_prime	8	C3	WT	137	-1.5355072	0.2603513
Plate_3	1	D12	Null	623	0.7203227	-1.1736767
Plate_3	16	C12	Null	570	2.260378	0.32354864
Plate_3	17	D2	WT	151	0.3915055	1.948977
Plate_3	20	E12	Null	607	1.0674427	3.2000191
Plate_3	17	E3	WT	168	1.3749442	2.4514873
Plate_3	20	D3	WT	305	2.3267422	6.5070996
Plate_3	19	B11	Null	279	1.5516562	1.013995
Plate_5	9	E9	Null	119	-2.5708773	3.5280874
Plate_5	2	E9	Null	119	0.8585233	3.5437887
Plate_5	4	F1	WT	87	1.154763	3.8267958
Plate_3	22	F1	WT	39	-2.9414418	2.2319293
Plate_3	14	F12	Null	647	2.1167126	0.18597886
Plate_3	14	E12	Null	607	4.0346227	0.6293169
Plate_3	9	D11	Null	216	-0.7062943	-0.5817953
Plate_3	18	C11	Null	280	1.6659453	1.814296
Plate_3	23	C4	WT	666	2.0046134	0.2574917
Plate_3_prime	13	G12	Null	187	-3.1912832	-0.12820706
Plate_3_prime	25	D11	Null	100	0.9518856	0.7665373
Plate_3_prime	25	B4	WT	219	1.5552396	3.5807145
Plate_3	14	B1	WT	43	-3.5308425	0.74920315
Plate_3	1	F12	Null	647	-1.4760964	-1.2163569
Plate_3	19	F4	WT	438	-0.4170036	0.64579177
Plate_3	3	B4	WT	559	1.8983418	0.58574027
Plate_3	20	B3	WT	297	0.8512933	2.296421
Plate_3_prime	14	C12	Null	321	1.4520947	0.056311302
Plate_3	23	F3	WT	185	-0.84973806	3.245042
Plate_5	9	E11	Null	185	-1.8262099	1.052519
Plate_5	16	C9	Null	156	-0.10528245	-0.56877947
Plate_5	5	D11	Null	178	1.02611	0.062192403
Plate_3	4	F10	Null	149	-0.68098056	3.904248
Plate_3_prime	7	E10	Null	72	0.11892837	2.820267
Plate_3	9	G12	Null	481	-0.31694406	0.80744654
Plate_5	6	B10	Null	155	0.9358393	3.9824631
Plate_5	13	E10	Null	132	-1.4941877	3.7625256
Plate_3	14	B4	WT	559	1.0857537	1.0834209
Plate_3	20	G3	WT	187	1.0277535	1.8335296
Plate_3	20	F12	Null	647	2.7998395	1.3635422
Plate_3_prime	9	D3	WT	168	-0.0049434416	1.286771
Plate_3	10	F12	Null	647	0.3813982	-3.6244123
Plate_3_prime	15	D4	WT	358	1.0860513	4.2167583
Plate_5	8	E4	WT	85	-2.397575	0.34267205
Plate_5	8	F10	Null	152	-0.89090055	2.084436
Plate_3	23	G3	WT	187	0.32441318	-3.2257116
Plate_5	3	F3	WT	91	-0.27253374	3.854656
Plate_3	5	B2	WT	139	-1.809351	0.8163965
Plate_5	18	F4	WT	94	-1.698792	1.70335
Plate_3	2	G12	Null	481	2.2634315	1.7168686
Plate_5	20	C9	Null	156	1.0805693	1.5460353
Plate_5	15	G4	WT	99	-0.690554	2.863569
Plate_3	16	C12	Null	570	-2.3541253	-0.17421797
Plate_3_prime	19	G3	WT	248	-2.072186	-1.0151739
Plate_5	21	G12	Null	121	-0.07577273	0.21602337
Plate_3_prime	7	D3	WT	168	-2.4249666	1.2817578
Plate_5	8	D3	WT	128	0.696671	3.551699
Plate_3	10	F4	WT	438	1.3533382	1.278341
Plate_3	15	B10	Null	84	0.73478496	4.0729504
Plate_5	14	G11	Null	127	-3.2602425	0.30391768
Plate_3	16	C3	WT	344	-2.1526532	-0.61917216
Plate_3	7	C12	Null	570	-1.8900931	2.790617
Plate_3	22	E10	Null	117	2.267512	6.307013
Plate_3	15	B12	Null	531	0.61835617	-0.3438894
Plate_3	24	B4	WT	559	1.4722831	-0.7270807
Plate_3	3	D10	Null	134	-0.5253513	0.21155576
Plate_3	18	B12	Null	531	0.8631249	-1.6100082
Plate_3	19	B12	Null	531	0.37878317	-3.6622803
Plate_5	12	F1	WT	87	0.2746665	3.2332268
Plate_3	3	C11	Null	280	0.08377151	-0.025906047
Plate_5	20	G4	WT	99	-0.5172921	-0.65240914
Plate_5	6	F1	WT	87	-0.29442644	0.45572105
Plate_3	15	G10	Null	117	-1.1131513	-0.987335
Plate_3_prime	7	C12	Null	321	-2.4490767	0.017317794
Plate_3	23	F3	WT	185	1.3920652	0.8513228
Plate_5	20	F1	WT	87	1.0623379	2.6131372
Plate_3_prime	25	E12	Null	328	-0.5032898	3.1449873
Plate_3	5	D3	WT	305	-1.4148082	-0.18686992
Plate_3	7	E3	WT	168	-0.58295524	4.0951777
Plate_3_prime	24	C4	WT	127	1.2790377	3.325371
Plate_3	22	F12	Null	647	0.9441295	2.7643867
Plate_5	14	F3	WT	91	0.44388202	3.05455
Plate_3	23	D11	Null	216	1.6763489	2.9881928
Plate_5	10	E3	WT	120	1.4563429	1.5836005
Plate_3	16	E10	Null	117	0.88263136	0.47270265
Plate_3_prime	16	F3	WT	174	-2.2040844	2.7756057
Plate_3_prime	10	C3	WT	137	0.3105526	1.3500556
Plate_3_prime	10	C3	WT	137	-0.5152957	2.095104
Plate_5	1	D2	WT	98	-1.2213978	4.04886
Plate_5	15	F9	Null	149	-0.7708901	3.7984493
Plate_3_prime	4	D4	WT	358	-2.938461	0.33302262
Plate_5	11	D10	Null	157	0.6276641	0.26540223
Plate_3_prime	25	E4	WT	246	1.1916412	3.161676
Plate_3	1	C4	WT	666	5.0984936	0.31389704
Plate_3	12	D4	WT	636	1.05801	-0.0809731
Plate_3_prime	18	D4	WT	358	-0.82125926	1.0649036
Plate_3	12	F3	WT	185	-2.1928675	0.62816054
Plate_5	8	B10	Null	155	1.6738378	0.28711525
Plate_3_prime	2	F10	Null	63	-3.3745918	2.0730617
Plate_3	20	G11	Null	250	1.6123723	1.33786
Plate_3_prime	13	C12	Null	321	1.3332793	2.6417139
Plate_3	21	F12	Null	647	0.2672011	0.8284682
Plate_5	13	E1	WT	100	-1.977802	1.5255054
Plate_3	19	F12	Null	647	1.794846	0.60063434
Plate_3	7	E11	Null	331	1.3292626	-0.8830408
Plate_5	4	D1	WT	91	-1.6202282	0.4097339
Plate_3	23	F3	WT	185	-1.0867664	2.3126864
Plate_3	24	C4	WT	666	-0.108233415	2.76952
Plate_3	23	C12	Null	570	4.3150096	0.51169556
Plate_3	15	B12	Null	531	2.754172	1.4059619
Plate_3	14	B4	WT	559	0.19119468	-0.29233813
Plate_5	8	B9	Null	173	0.42735064	-0.07635309
Plate_3	24	F11	Null	329	0.49078268	0.08911318
Plate_5	18	E2	WT	102	-3.0879996	0.87527156
Plate_3	24	B12	Null	531	-1.4143035	-1.0349345
Plate_5	15	E10	Null	132	1.033326	4.1282926
Plate_5	12	C4	WT	103	0.8071714	1.7339184
Plate_3	18	F4	WT	438	-1.968618	0.3302497
Plate_3	22	C2	WT	175	-1.8317128	1.3594033
Plate_5	15	D10	Null	157	-2.553321	2.716458
Plate_5	15	G1	WT	71	-1.6512703	-0.10161311
Plate_3_prime	20	E4	WT	246	1.4751618	3.1343012
Plate_3	23	C3	WT	344	1.0709989	2.8795137
Plate_5	11	F12	Null	124	-2.5395222	2.3358364
Plate_3	12	B9	Null	68	0.8657564	0.5715844
Plate_5	10	G2	WT	123	4.0003533	0.58837193
Plate_3	21	G11	Null	250	1.8031237	1.2436249
Plate_3_prime	18	C11	Null	54	-3.098949	0.54721195
Plate_3	14	C4	WT	666	0.7594524	1.8689568
Plate_3_prime	21	D3	WT	168	-0.0032977916	3.802052
Plate_3_prime	10	F3	WT	174	-0.2609877	4.152708
Plate_5	4	B10	Null	155	-0.22114965	3.16946
Plate_3_prime	20	G11	Null	142	-1.3132352	2.987834
Plate_3_prime	15	G12	Null	187	1.2407813	3.063921
Plate_3_prime	12	C12	Null	321	0.9361123	3.9704013
Plate_3	4	F3	WT	185	1.0279572	4.1011295
Plate_3_prime	4	F2	WT	91	-1.5813953	-0.66258144
Plate_3_prime	17	D4	WT	358	1.4386166	2.1761167
Plate_5	19	D1	WT	91	0.5744427	4.459948
Plate_5	21	F10	Null	152	-0.33581227	-0.8570859
Plate_3_prime	15	F9	Null	29	-1.9226643	-0.69391584
Plate_5	5	D1	WT	91	-0.86762327	-0.5852051
Plate_3	2	F12	Null	647	1.4795499	0.9173416
Plate_3_prime	4	F4	WT	284	0.5958333	1.1505022
Plate_3	14	F11	Null	329	0.97763515	1.26656
Plate_3_prime	8	G3	WT	248	0.23945418	-1.8442289
Plate_5	13	E11	Null	185	0.17895544	-0.96784985
Plate_3	18	B12	Null	531	-1.3005412	-0.2902427
Plate_3	10	C3	WT	344	-1.0942508	1.9182346
Plate_5	7	C9	Null	156	0.8115465	3.946975
Plate_3	25	E12	Null	607	3.1336672	1.0043185
Plate_5	3	F1	WT	87	-0.8786717	0.98138547
Plate_3_prime	23	E10	Null	72	-0.86669165	0.5758709
Plate_3	5	B3	WT	297	0.80231756	1.0375257
Plate_3	6	G3	WT	187	-1.1348267	3.6388009
Plate_5	1	E11	Null	185	1.8909425	2.3975923
Plate_5	10	E9	Null	119	0.06433924	2.7277827
Plate_3	14	D12	Null	623	-0.98396873	0.20138994
Plate_3	4	G12	Null	481	-0.7308621	0.15781592
Plate_3	25	D4	WT	636	1.3045785	0.60466135
Plate_3	20	B9	Null	68	-0.6623856	-1.7991312
Plate_3	19	E12	Null	607	1.5527222	2.199453
Plate_5	3	C10	Null	125	2.0736187	0.49822426
Plate_5	10	D2	WT	98	0.6256663	3.310553
Plate_5	3	D3	WT	128	-2.9353747	1.338801
Plate_3	22	G2	WT	47	-2.4384758	0.09697544
Plate_3	24	D3	WT	305	-1.1145664	1.1060365
Plate_3	6	G3	WT	187	1.0057359	-0.33005604
Plate_5	19	F12	Null	124	0.9501467	1.3555568
Plate_3	19	D4	WT	636	-1.0974551	0.65280366
Plate_3	2	D12	Null	623	-0.98879796	-0.16873565
Plate_3_prime	4	D12	Null	193	0.102653526	-0.2512246
Plate_3	17	D4	WT	636	0.8004165	-0.5427008
Plate_3_prime	24	C12	Null	321	1.7007698	2.8698683
Plate_5	1	D9	Null	135	1.2400941	2.267101
Plate_3_prime	4	E3	WT	155	-2.6461189	0.13130052
Plate_3	22	G3	WT	187	1.4830627	-0.09551337
Plate_3	24	B11	Null	279	0.719258	2.8565652
Plate_3	12	G12	Null	481	0.020878427	1.337795
Plate_3	21	F4	WT	438	-1.0510899	1.5307573
Plate_3	9	C12	Null	570	0.9116475	-0.16524675
Plate_5	7	C12	Null	119	-0.6563008	0.5551595
Plate_3	16	E4	WT	22	2.955388	5.225189
Plate_3	22	G2	WT	47	-1.1102718	4.0470963
Plate_5	2	G3	WT	121	0.46230084	-0.0849264
Plate_5	4	G10	Null	128	-3.2091823	1.2497691
Plate_3	1	B2	WT	139	0.0069862823	2.326383
Plate_5	16	E12	Null	115	-1.4445727	1.1851151
Plate_3	7	D2	WT	151	-1.8484881	3.5417826
Plate_5	5	D3	WT	128	2.108673	1.5903955
Plate_5	15	D3	WT	128	0.95876753	2.9956594
Plate_5	13	B10	Null	155	1.150679	-1.1176748
Plate_3	16	D10	Null	134	-0.07465919	3.8591368
Plate_3	3	D2	WT	151	1.3506857	3.202425
Plate_3	11	D2	WT	151	0.7940638	0.13565248
Plate_3	25	F3	WT	185	-1.1619245	2.7824016
Plate_5	11	F12	Null	124	-2.6938846	2.424811
Plate_3	13	C4	WT	666	4.211103	0.56669194
Plate_5	3	G9	Null	149	-3.1883428	0.3732508
Plate_3	14	B11	Null	279	-0.5664406	2.515417
Plate_3	14	G2	WT	47	-2.2764874	2.3074765
Plate_3	4	G12	Null	481	-1.5646814	-0.75481886
Plate_3	24	B4	WT	559	-1.6225125	0.3245611
Plate_5	5	E12	Null	115	-1.0082132	0.34220448
Plate_5	19	G2	WT	123	-0.27465212	2.9412227
Plate_5	4	B9	Null	173	1.4100345	2.8359323
Plate_5	4	F12	Null	124	-1.3786497	1.5985928
Plate_3_prime	2	E11	Null	59	2.121598	2.4037495
Plate_3_prime	4	D12	Null	193	1.715825	1.0827235
Plate_3	23	E12	Null	607	0.46506357	0.037623834
Plate_3	2	F11	Null	329	-0.85593885	4.1822147
Plate_3	3	E11	Null	331	0.82179075	0.9128508
Plate_3_prime	4	B12	Null	200	0.79444253	0.87089187
Plate_3	11	C4	WT	666	1.6750463	3.882792
Plate_3	23	C4	WT	666	0.75419015	-0.17883575
Plate_3	8	G4	WT	386	-1.6986253	1.3523014
Plate_3_prime	23	F11	Null	100	-0.77422124	-1.5559835
Plate_5	18	B10	Null	155	-0.6974463	-0.52066994
Plate_3	10	E3	WT	168	0.17701532	4.0452075
Plate_3	19	C3	WT	344	-0.3917239	1.5580183
Plate_5	17	E11	Null	185	0.09063091	-0.4131614
Plate_3	20	G11	Null	250	-0.13493669	-0.13629356
Plate_5	19	B12	Null	148	-1.3563232	-1.0327473
Plate_3	2	G12	Null	481	1.7109876	0.89285976
Plate_3	12	E12	Null	607	-1.0607605	1.3496267
Plate_3	24	C4	WT	666	0.4960302	3.6665008
Plate_3_prime	25	G12	Null	187	0.87679505	2.9005659
Plate_3	17	E12	Null	607	1.1133847	1.241297
Plate_3_prime	12	C3	WT	137	-2.9420133	1.6852411
Plate_3	3	C4	WT	666	-0.46366298	-0.23265742
Plate_3	2	C12	Null	570	0.40932798	-1.1595005
Plate_3_prime	10	F3	WT	174	-0.6136182	3.401309
Plate_3	5	E3	WT	168	1.8016038	3.3500774
Plate_5	12	B12	Null	148	0.51336545	-3.4909937
Plate_5	14	G12	Null	121	-0.44503677	3.1530035
Plate_3	12	C12	Null	570	2.3082607	2.0044098
Plate_3_prime	5	D4	WT	358	-2.2175379	0.93614554
Plate_3_prime	6	G4	WT	388	-0.8276897	3.1106658
Plate_3	22	C4	WT	666	3.8837755	0.57942826
Plate_5	5	D9	Null	135	0.96389914	3.6408703
Plate_5	10	C4	WT	103	0.5799598	3.6878345
Plate_3_prime	14	G4	WT	388	-1.7682321	2.1735992
Plate_3	5	C4	WT	666	2.14241	1.4960383
Plate_3	19	F9	Null	66	-0.9792997	-0.6347228
Plate_3	11	D11	Null	216	-3.3086452	2.4718432
Plate_5	16	B3	WT	77	-2.513667	2.0658863
Plate_3_prime	23	F4	WT	284	1.9678388	3.35996
Plate_3	23	D11	Null	216	0.9352925	-1.6709309
Plate_3_prime	13	F3	WT	174	0.63543224	4.2193108
Plate_3	7	D11	Null	216	0.9723981	0.33362755
Plate_3	22	D9	Null	48	-2.964952	3.3233082
Plate_5	19	C4	WT	103	-3.1469226	0.6058572
Plate_3	11	F12	Null	647	0.6051057	2.7866027
Plate_3	4	C9	Null	59	-0.01405866	0.05820843
Plate_3	3	D4	WT	636	1.1400542	-0.9283412
Plate_3	5	D12	Null	623	1.7680359	2.172331
Plate_3	9	G10	Null	117	-2.0307608	-0.33853617
Plate_5	18	D2	WT	98	-0.07935002	-1.6094688
Plate_3	25	F11	Null	329	-0.9064157	2.9285321
Plate_3_prime	25	E10	Null	72	0.5841384	-1.63114
Plate_3	16	C12	Null	570	2.4709399	0.52514774
Plate_3_prime	8	G3	WT	248	-1.8683629	0.27967373
Plate_5	3	C10	Null	125	1.7279353	3.2184665
Plate_3	14	D4	WT	636	-2.082345	0.37520736
Plate_3_prime	24	C11	Null	54	-1.2356217	1.3311541
Plate_3	18	F12	Null	647	0.3365142	-3.5680122
Plate_3	11	G3	WT	187	0.3951533	0.7530633
Plate_5	20	E12	Null	115	-0.6694487	-0.6116317
Plate_3_prime	5	D12	Null	193	-1.4083302	-0.034118302
Plate_5	2	F3	WT	91	1.0939348	-0.287553
Plate_3	9	E12	Null	607	0.62514275	0.96167564
Plate_5	14	B4	WT	111	-2.84614	0.4519114
Plate_5	2	C2	WT	136	0.84383833	0.10602608
Plate_3	16	G12	Null	481	2.0996413	3.2456145
Plate_3	12	F12	Null	647	1.459092	0.21331975
Plate_3_prime	10	D3	WT	168	-1.8499072	-1.0389102
Plate_5	12	F12	Null	124	0.18780978	3.0339813
Plate_3	17	D12	Null	623	0.24149837	1.5227207
Plate_5	10	B10	Null	155	0.8841343	3.030812
Plate_3_prime	18	B12	Null	200	-0.1168609	0.60307086
Plate_3	11	F3	WT	185	-1.748958	2.6685278
Plate_5	19	D2	WT	98	0.08264288	3.121616
Plate_3	11	D4	WT	636	2.0363102	1.5603404
Plate_3	12	F10	Null	149	1.1230197	2.3499691
Plate_3	23	E12	Null	607	0.055342484	0.35689038
Plate_3_prime	25	G4	WT	388	-2.8004835	1.1001073
Plate_3	23	B12	Null	531	0.049203657	-1.1096371
Plate_5	10	D11	Null	178	1.5770907	2.6099057
Plate_3	6	B4	WT	559	0.5781257	3.1963732
Plate_3	12	B4	WT	559	1.6109087	2.9674873
Plate_5	7	D11	Null	178	0.9584745	2.3604157
Plate_3	16	C12	Null	570	1.2189248	3.2768395
Plate_5	11	F9	Null	149	0.53619593	3.7284217
Plate_3_prime	24	C4	WT	127	1.6390321	1.2442997
Plate_3	22	G12	Null	481	0.6264586	3.1110535
Plate_3	15	C12	Null	570	-0.10824533	0.30117443
Plate_3	10	B4	WT	559	2.4240317	-0.4392789
Plate_5	13	F9	Null	149	-0.2675969	1.1319641
Plate_5	18	F10	Null	152	-1.1193451	-1.3956785
Plate_3	2	C4	WT	666	1.2745459	-0.3495155
Plate_3	24	E10	Null	117	0.060481124	3.6522028
Plate_3	17	D10	Null	134	0.38637215	-2.5845482
Plate_3	9	D12	Null	623	1.4610494	0.53554314
Plate_5	6	G1	WT	71	-2.1598856	-0.37186623
Plate_3	17	B12	Null	531	1.8378749	0.28978318
Plate_3_prime	6	C2	WT	39	0.33393005	-3.5752358
Plate_3	25	G1	WT	51	-1.0217774	1.8387531
Plate_5	14	G9	Null	149	0.18361248	2.2938282
Plate_3	21	F10	Null	149	-0.57003385	-0.6475004
Plate_3	15	E11	Null	331	-1.1290575	-1.1547078
Plate_3_prime	8	F4	WT	284	1.4665835	0.5538133
Plate_3	8	F12	Null	647	-0.12382935	3.0087056
Plate_5	3	F4	WT	94	1.2510988	1.4182187
Plate_3_prime	2	C9	Null	37	0.23390122	-0.5830052
Plate_3	12	D4	WT	636	1.9919581	2.4263258
Plate_3	4	B11	Null	279	-0.6126505	4.160054
Plate_3	24	F2	WT	70	-1.4176136	-0.028489083
Plate_3	12	D12	Null	623	0.021537771	3.315884
Plate_5	19	B2	WT	97	-0.83023375	3.5393462
Plate_3	6	D4	WT	636	1.1268023	2.5644498
Plate_3	7	C3	WT	344	-1.5294899	-0.09299382
Plate_3	5	B4	WT	559	2.4867778	-0.55160856
Plate_3_prime	9	G4	WT	388	0.6118715	3.319882
Plate_3	14	E12	Null	607	0.86442024	3.0657618
Plate_5	18	G4	WT	99	-0.6454101	-0.042019684
Plate_5	2	E9	Null	119	1.3080152	0.6156111
Plate_3	2	C12	Null	570	0.49492347	1.8642011
Plate_3	7	C3	WT	344	-2.3855603	0.25255576
Plate_5	2	D3	WT	128	0.80327016	-2.5497139
Plate_5	7	E3	WT	120	-2.2519069	3.054695
Plate_5	10	F2	WT	111	1.432873	2.171212
Plate_3	16	D12	Null	623	1.9856813	3.2600703
Plate_3	20	F4	WT	438	0.12162268	0.4011662
Plate_3_prime	22	D10	Null	50	0.8708189	-0.022209533
Plate_5	6	C12	Null	119	-0.2860317	1.2103912
Plate_5	16	G9	Null	149	0.1001338	0.76529896
Plate_3_prime	10	E12	Null	328	1.7250465	1.9057581
Plate_3	8	B11	Null	279	0.43183094	2.6106904
Plate_3_prime	17	G4	WT	388	-0.49072737	3.48367
Plate_3	10	B12	Null	531	1.786344	3.389949
Plate_3	1	E12	Null	607	2.2114205	0.6743526
Plate_3	5	C12	Null	570	0.3581659	2.8478324
Plate_5	5	E4	WT	85	-1.8303878	1.739764
Plate_3	19	C12	Null	570	1.1109629	0.42911658
Plate_3	18	C12	Null	570	-1.9496394	0.45430505
Plate_3	2	F12	Null	647	1.3068708	2.0154037
Plate_3	14	F4	WT	438	0.7847759	1.1254563
Plate_3	2	D12	Null	623	-0.27028942	-1.5391986
Plate_5	3	E1	WT	100	-1.6833093	2.2103572
Plate_3	13	F12	Null	647	-2.7755377	-0.098667055
Plate_3	25	F11	Null	329	1.4309982	1.538769
Plate_3	10	E3	WT	168	-0.3338134	0.88631845
Plate_3	5	G12	Null	481	-0.8974658	0.57065785
Plate_3	17	B4	WT	559	0.21949327	3.2864513
Plate_3	19	F11	Null	329	-0.9292092	2.4285214
Plate_3_prime	9	G9	Null	39	-0.1648076	-1.2396594
Plate_3_prime	18	F11	Null	100	-1.8250405	1.3999943
Plate_3	22	D4	WT	636	-0.88748884	-1.1571729
Plate_3	6	D2	WT	151	-2.2942932	0.65671504
Plate_3	25	E11	Null	331	0.15295035	-0.6460774
Plate_3	10	D12	Null	623	-0.41283783	0.47551954
Plate_3	6	F10	Null	149	-2.0382519	3.051039
Plate_5	2	B11	Null	148	1.4841803	0.85067195
Plate_3	10	D11	Null	216	1.2356313	0.42705142
Plate_3	13	D10	Null	134	-0.017150583	-2.5547986
Plate_3_prime	17	G3	WT	248	-1.4054824	1.3679279
Plate_3_prime	10	E12	Null	328	0.47899956	-1.9196995
Plate_3	4	E11	Null	331	1.437686	-0.4368622
Plate_3_prime	17	E12	Null	328	1.0891134	1.41437
Plate_3	21	B12	Null	531	-0.5562729	-0.44240093
Plate_3	7	C12	Null	570	1.5907472	0.89754146
Plate_3	23	E12	Null	607	0.33264124	1.3991945
Plate_3	2	F4	WT	438	0.27675393	-1.9091463
Plate_3_prime	19	G4	WT	388	0.13032031	-1.7676123
Plate_3	3	B4	WT	559	-1.6417314	0.29832017
Plate_3	22	E10	Null	117	-1.0064086	-1.1607405
Plate_5	2	D10	Null	157	1.2104373	2.6907887
Plate_3	18	E12	Null	607	-0.327951	0.3601577
Plate_3	8	C12	Null	570	-0.2971638	1.7750094
Plate_3_prime	4	G12	Null	187	2.8923385	1.1317867
Plate_3	13	E12	Null	607	1.5792905	-0.5033134
Plate_3	13	C4	WT	666	-1.0476443	0.0051515824
Plate_3_prime	4	D4	WT	358	0.6014458	0.7321757
Plate_3_prime	19	G12	Null	187	-2.4517152	1.7340201
Plate_5	21	D4	WT	102	-1.8011777	1.0606833
Plate_5	10	C3	WT	117	-0.98204595	3.4824295
Plate_5	15	D9	Null	135	-0.78959966	-0.6802209
Plate_3_prime	14	B12	Null	200	-0.28354266	2.2164445
Plate_3	21	B4	WT	559	1.042245	3.8751574
Plate_3_prime	17	F9	Null	29	0.81614137	0.18432882
Plate_3_prime	5	D4	WT	358	-0.07051349	3.3352175
Plate_3	3	B12	Null	531	-0.3913702	0.5728384
Plate_3_prime	12	G10	Null	72	-2.7439227	0.9235595
Plate_3	22	G4	WT	386	0.43351588	0.17955108
Plate_3_prime	25	G3	WT	248	0.09970459	2.433105
Plate_3	20	D12	Null	623	-0.86843383	0.2662082
Plate_3_prime	8	G3	WT	248	-3.2834246	0.02971061
Plate_5	20	C4	WT	103	-1.3551669	2.002429
Plate_5	13	F10	Null	152	-1.3611884	2.8558664
Plate_3	12	D4	WT	636	0.4540691	0.7148504
Plate_5	4	G12	Null	121	0.3454181	0.29883415
Plate_3	20	D3	WT	305	0.14872243	1.332871
Plate_3	20	B11	Null	279	1.6348538	1.6281855
Plate_3	24	C4	WT	666	-0.97655785	0.022907829
Plate_3	3	G12	Null	481	0.14639334	0.65403193
Plate_3	17	G12	Null	481	0.3754241	-3.2274296
Plate_3	4	E3	WT	168	-0.41508776	3.349433
Plate_3	20	D11	Null	216	-2.1048021	-0.15098661
Plate_3	6	D4	WT	636	0.4070252	2.725945
Plate_3	3	G10	Null	117	0.018706936	1.8242707
Plate_3	5	D3	WT	305	-1.8273008	0.9206737
Plate_5	21	B11	Null	148	0.07481821	3.8451598
Plate_3	12	C10	Null	136	0.5511323	0.48636898
Plate_3	11	E11	Null	331	-2.7074976	2.2225828
Plate_3_prime	18	C12	Null	321	1.2046157	1.7415537
Plate_3_prime	10	C3	WT	137	0.09100411	3.3103411
Plate_3_prime	19	E2	WT	59	0.7714921	1.7252083
Plate_3	8	F4	WT	438	1.2307982	4.0074573
Plate_5	13	E10	Null	132	-3.1472404	1.8688449
Plate_3	10	D4	WT	636	3.0483525	1.0831883
Plate_3_prime	23	B12	Null	200	2.1779819	1.3133692
Plate_3	19	G11	Null	250	2.573577	1.2318794
Plate_3	7	D12	Null	623	0.6353541	-1.6722357
Plate_3	7	B11	Null	279	0.5660806	-0.4895667
Plate_3	22	F3	WT	185	0.788235	0.8876018
Plate_3	20	F10	Null	149	0.74603415	2.4880772
Plate_3_prime	24	F10	Null	63	-0.61685604	-0.8835462
Plate_5	8	G11	Null	127	-0.0632376	1.0677027
Plate_3_prime	19	C2	WT	39	-0.2478232	-0.103701934
Plate_3	18	C4	WT	666	-1.5948316	1.2073635
Plate_3_prime	20	B4	WT	219	2.3221047	0.5761237
Plate_3	5	C11	Null	280	-2.1097775	1.2048429
Plate_3	11	C2	WT	175	-0.014299188	-0.318615
Plate_3	7	F10	Null	149	-0.45290533	0.99116445
Plate_3	4	D3	WT	305	-1.7210082	0.3683517
Plate_5	8	B10	Null	155	1.730932	3.6127288
Plate_3	24	B4	WT	559	1.3937726	0.6426318
Plate_3_prime	19	D12	Null	193	-2.5993927	0.31530342
Plate_3	14	C4	WT	666	-0.86393404	0.80773497
Plate_3_prime	9	G12	Null	187	-0.43098056	1.3055844
Plate_3_prime	24	F10	Null	63	-0.8073335	2.8134005
Plate_3_prime	2	D11	Null	100	1.3084273	2.3304605
Plate_3	12	F11	Null	329	0.624478	3.692992
Plate_3	14	G4	WT	386	-2.3838925	1.2811749
Plate_3	13	F2	WT	70	-0.18122542	4.3524656
Plate_3	5	G12	Null	481	0.5980767	-2.3428845
Plate_3	22	G4	WT	386	-0.42041966	1.2886639
Plate_3	17	F11	Null	329	0.38161793	-2.9271226
Plate_5	12	D11	Null	178	-0.24631873	-2.1414087
Plate_3	8	D4	WT	636	1.0090766	0.5753106
